0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
,,5272,KOTA BIMA,2,-,-,5,-,-,1,-,41,1,-,-,
53,"NUSA
TENGGA-
RA TIMUR",5302,"SUMBA
TIMUR",4,-,2,94,29,20,49,1,41,1,-,-,
,,5303,KUPANG,1,-,-,-,145,-,-,-,41,1,-,-,
,,5314,ROTE NDAO,1,-,1,-,-,-,1,-,41,1,-,-,
,,5315,"MANGGARAI
BARAT",4,-,-,-,10,-,20,2,41,1,3,-,
,,5371,"KOTA
KUPANG",2,-,1,3.720,-,-,744,-,41,1,-,-,
61,"KALIM-
ANTAN
BARAT",6108,"KAPUAS
HULU",1,-,-,-,1,-,-,-,41,1,-,-,
,,6109,SEKADAU,1,-,-,48,-,-,10,1,41,1,-,-,
,,6112,KUBU RAYA,1,-,-,-,93,-,-,-,41,1,-,1,
,,6171,"KOTA PONTI-
ANAK",4,-,-,40,13,18,73,1,41,1,-,-,
62,"KALIM-
ANTAN
TENGAH",6201,"KOTAWAR-
INGIN BARAT",1,-,-,-,-,-,1,-,41,1,-,-,
,,6203,KAPUAS,6,-,1,37,5,3,43,-,41,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,42,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",42,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,42,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),42,1,(13),(14),
,,6205,"BARITO
UTARA",1,-,-,-,-,-,-,-,42,1,-,-,
,,6207,LAMANDAU,1,-,-,-,-,-,1,-,42,1,-,-,
,,6213,"MURUNG
RAYA",1,-,-,-,-,-,4,-,42,1,1,-,
63,"KALIM-
ANTAN
SELATAN",6301,TANAH LAUT,8,-,-,312,11,12,82,-,42,1,1,-,
,,6302,KOTABARU,1,-,-,16,4,-,-,-,42,1,-,-,
,,6303,BANJAR,15,-,-,677,48,46,124,-,42,1,2,-,
,,6304,"BARITO
KUALA",7,-,-,333,14,11,68,-,42,1,-,-,
,,6305,TAPIN,5,-,-,21,2,-,4,1,42,1,1,-,
,,6306,"HULU SUNGAI
SELATAN",4,-,-,7,-,5,-,-,42,1,-,-,
,,6308,"HULU SUNGAI
UTARA",2,-,-,119,-,-,24,2,42,1,-,-,
,,6309,TABALONG,2,-,2,3,1,-,-,-,42,1,-,-,
,,6310,"TANAH
BUMBU",3,-,1,-,3,-,3,-,42,1,-,-,
,,6311,BALANGAN,5,-,-,20,6,4,1,-,42,1,-,-,
,,6371,"KOTA BAN-
JARMASIN",4,-,-,45,-,3,4,-,42,1,-,-,
,,6372,"KOTA BAN-
JARBARU",2,-,-,9,1,-,1,-,42,1,-,-,
64,"KALIM-
ANTAN
TIMUR",6401,PASER,1,-,-,-,1,-,2,-,42,1,-,-,
,,6409,"PENAJAM
PASER UTARA",1,-,-,4,-,-,1,1,42,1,-,-,
65,"KALIM-
ANTAN
UTARA",6504,NUNUKAN,1,-,-,-,-,1,2,-,42,1,-,-,
71,"SULAWESI
UTARA",7101,"BOLAANG
MONGON-
DOW",2,-,1,-,51,-,68,2,42,1,3,1,
,,7102,MINAHASA,3,-,-,-,-,-,30,-,42,1,-,-,
,,7171,"KOTA
MANADO",1,1,-,5,1,-,-,-,42,1,-,-,
73,"SULAWESI
SELATAN",7302,BULUKUMBA,1,-,-,-,-,-,40,-,42,1,-,-,
,,7303,BANTAENG,1,-,-,-,-,1,-,-,42,1,-,-,
,,7304,JENEPONTO,1,-,-,-,4,-,7,-,42,1,-,-,
,,7305,TAKALAR,3,-,-,6,17,4,20,-,42,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,43,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",43,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,43,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),43,1,(13),(14),
,,7307,SINJAI,7,-,-,125,9,5,33,-,43,1,-,-,
,,7309,"PANGKAJENE
KEPULAUAN",5,-,-,141,10,3,28,1,43,1,-,-,
,,7310,BARRU,4,-,-,148,1,5,40,-,43,1,-,-,
,,7311,BONE,4,-,-,220,11,5,52,-,43,1,-,-,
,,7312,SOPPENG,2,-,-,245,-,20,57,-,43,1,-,-,
,,7313,WAJO,5,-,-,144,9,13,31,1,43,1,-,-,
,,7314,"SIDENRENG
RAPPANG",8,-,-,39,1,13,177,-,43,1,-,-,
,,7315,PINRANG,3,-,-,-,4,5,29,-,43,1,-,-,
,,7316,ENREKANG,4,-,4,30,33,16,48,2,43,1,1,-,
,,7318,TANA TORAJA,12,-,-,246,16,7,29,2,43,1,2,-,
,,7322,LUWU UTARA,2,-,-,295,8,11,55,-,43,1,-,-,
,,7325,LUWU TIMUR,3,-,-,56,3,1,10,-,43,1,-,-,
,,7326,"TORAJA
UTARA",2,-,-,-,-,1,1,-,43,1,-,-,
74,"SULAWESI
TENGGA-
RA",7404,KOLAKA,1,-,-,-,-,8,-,-,43,1,-,-,
,,7405,"KONAWE
SELATAN",1,-,-,15,1,-,6,1,43,1,-,-,
,,7413,MUNA BARAT,1,-,-,-,-,-,3,1,43,1,-,-,
,,7415,"BUTON
SELATAN",1,-,-,-,-,75,-,-,43,1,-,-,
75,GORONTALO,7502,GORONTALO,2,-,2,21,1,2,-,-,43,1,-,-,
76,"SULAWESI
BARAT",7602,"POLEWALI
MANDAR",3,-,-,-,2,2,38,-,43,1,-,-,
,,7606,"MAMUJU
TENGAH",1,-,-,-,-,18,-,-,43,1,-,-,
81,MALUKU,8102,"MALUKU
TENGGARA",5,-,-,180,-,22,35,-,43,1,-,-,
,,8103,"MALUKU
TENGAH",1,-,-,3,-,1,-,-,43,1,-,-,
,,8108,"MALUKU
BARAT DAYA",1,-,-,143,-,-,196,3,43,1,3,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,44,1,,,
,,,"Meninggal
& Hilang",Luka / Sakit,"Mengungsi
& Ter-
dampak","Rumah
Rusak Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan",44,1,,,
,,,Jiwa,,,Unit,,,,,,44,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),44,1,,,
11,ACEH,8,-,5,368,4,-,4,1,-,-,44,1,,,
12,SUMATERA UTARA,9,3,-,15,-,-,9,-,-,-,44,1,,,
13,SUMATERA BARAT,13,2,3,1.325,4,2,7,-,-,-,44,1,,,
14,RIAU,2,2,-,15,3,-,-,-,-,-,44,1,,,
15,JAMBI,2,1,1,7,2,-,-,-,-,-,44,1,,,
16,"SUMATERA
SELATAN",8,-,2,3,6,-,1,-,-,-,44,1,,,
17,BENGKULU,2,-,-,5,-,1,1,-,-,-,44,1,,,
18,LAMPUNG,5,6,2,-,8,2,8,1,-,-,44,1,,,
19,"KEPULAUAN
BANGKA BELITUNG",1,4,1,-,-,-,-,-,-,-,44,1,,,
21,KEPULAUAN RIAU,4,-,-,15,1,-,9,-,-,-,44,1,,,
31,DKI JAKARTA,2,-,-,9,-,1,1,-,-,-,44,1,,,
32,JAWA BARAT,250,18,30,2.997,182,120,335,14,12,1,44,1,,,
33,JAWA TENGAH,283,10,24,1.526,73,118,472,6,9,1,44,1,,,
34,DI YOGYAKARTA,6,4,3,7.552,-,3,8,-,-,-,44,1,,,
35,JAWA TIMUR,46,2,1,198,12,13,32,2,3,1,44,1,,,
36,BANTEN,2,1,1,499,43,-,20,-,3,-,44,1,,,
51,BALI,9,7,12,-,5,-,3,1,5,-,44,1,,,
53,"NUSA TENGGARA
TIMUR",3,9,3,684,3,-,1,-,-,-,44,1,,,
61,"KALIMANTAN
BARAT",2,3,-,-,12,-,-,1,-,-,44,1,,,
62,"KALIMANTAN
TENGAH",3,-,-,22,4,-,2,-,-,-,44,1,,,
63,"KALIMANTAN
SELATAN",10,20,8,1.224,18,6,1,-,-,-,44,1,,,
64,"KALIMANTAN
TIMUR",9,4,-,115,9,5,1,2,-,-,44,1,,,
65,"KALIMANTAN
UTARA",1,-,1,42,-,-,14,-,-,-,44,1,,,
71,SULAWESI UTARA,4,16,19,5,1,1,1,-,-,-,44,1,,,
72,"SULAWESI
TENGAH",1,-,2,-,-,-,-,-,-,-,44,1,,,
73,"SULAWESI
SELATAN",20,-,7,1.393,17,8,36,3,-,-,44,1,,,
74,"SULAWESI
TENGGARA",3,-,-,170,2,29,-,-,-,-,44,1,,,
76,SULAWESI BARAT,1,-,-,-,-,-,5,-,-,-,44,1,,,
81,MALUKU,7,-,1,289,11,21,33,5,-,-,44,1,,,
82,MALUKU UTARA,2,2,-,-,-,-,-,-,-,-,44,1,,,
94,PAPUA,1,7,4,680,4,-,-,-,-,-,44,1,,,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,45,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",45,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,45,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),45,1,(13),(14),
11,ACEH,1106,"ACEH
TENGAH",2,-,5,-,-,-,1,1,45,1,-,-,
,,1107,ACEH BARAT,1,-,-,360,-,-,-,-,45,1,-,-,
,,1113,GAYO LUES,3,-,-,3,4,-,-,-,45,1,-,-,
,,1172,"KOTA
SABANG",1,-,-,-,-,-,2,-,45,1,-,-,
,,1174,"KOTA LHOK-
SEUMAWE",1,-,-,5,-,-,1,-,45,1,-,-,
12,"SUMA-
TERA
UTARA",1205,"TAPANULI
UTARA",1,-,-,-,-,-,-,-,45,1,-,-,
,,1210,DAIRI,5,-,-,15,-,-,4,-,45,1,-,-,
,,1212,"DELI SER-
DANG",1,-,-,-,-,-,3,-,45,1,-,-,
,,1213,LANGKAT,1,3,-,-,-,-,-,-,45,1,-,-,
,,1271,"KOTA
SIBOLGA",1,-,-,-,-,-,2,-,45,1,-,-,
13,"SUMA-
TERA
BARAT",1301,"KEPULAUAN
MENTAWAI",1,-,-,-,-,-,-,-,45,1,-,-,
,,1305,TANAH DATAR,1,1,-,4,1,-,-,-,45,1,-,-,
,,1306,"PADANG
PARIAMAN",2,-,-,-,-,1,-,-,45,1,-,-,
,,1307,AGAM,3,-,-,10,-,1,3,-,45,1,-,-,
,,1308,"LIMA PULUH
KOTA",1,-,3,-,-,-,-,-,45,1,-,-,
,,1309,PASAMAN,1,-,-,952,-,-,-,-,45,1,-,-,
,,1312,"PASAMAN
BARAT",1,-,-,-,1,-,-,-,45,1,-,-,
,,1373,"KOTA
SAWAHL-
UNTO",2,-,-,354,2,-,4,-,45,1,-,-,
,,1375,"KOTA BUKIT-
TINGGI",1,1,-,5,-,-,-,-,45,1,-,-,
14,RIAU,1403,"INDRAGIRI
HILIR",1,-,-,15,3,-,-,-,45,1,-,-,
,,1407,ROKAN HULU,1,2,-,-,-,-,-,-,45,1,-,-,
15,JAMBI,1501,KERINCI,1,-,-,7,2,-,-,-,45,1,-,-,
,,1503,"SAROLAN-
GUN",1,1,1,-,-,-,-,-,45,1,-,-,
16,"SUMA-
TERA
SELATAN",1606,"MUSI BANYU
ASIN",2,-,-,-,2,-,-,-,45,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,46,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",46,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,46,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),46,1,(13),(14),
,,1608,"OGAN
KOMERING
ULU SELATAN",3,-,1,3,1,-,1,-,46,1,-,-,
,,1610,OGAN ILIR,1,-,-,-,-,-,-,-,46,1,-,-,
,,1611,"EMPAT
LAWANG",1,-,1,-,3,-,-,-,46,1,-,-,
,,1673,"KOTA PAGAR
ALAM",1,-,-,-,-,-,-,-,46,1,-,-,
17,"BENG-
KULU",1708,KEPAHIANG,2,-,-,5,-,1,1,-,46,1,-,-,
18,"LAM-
PUNG",1801,"LAMPUNG
BARAT",4,-,-,-,-,2,8,-,46,1,-,-,
,,1813,"PESISIR
BARAT",1,6,2,-,8,-,-,1,46,1,-,-,
19,"KEPU-
LAUAN
BANGKA
BE-
LITUNG",1904,"BANGKA
TENGAH",1,4,1,-,-,-,-,-,46,1,-,-,
21,"KEPU-
LAUAN
RIAU",2102,BINTAN,1,-,-,-,-,-,1,-,46,1,-,-,
,,2103,NATUNA,1,-,-,15,-,-,3,-,46,1,-,-,
,,2171,KOTA BATAM,2,-,-,-,1,-,5,-,46,1,-,-,
31,"DKI
JAKARTA",3171,"KOTA JAKAR-
TA SELATAN",1,-,-,4,-,-,1,-,46,1,-,-,
,,3172,"KOTA JAKAR-
TA TIMUR",1,-,-,5,-,1,-,-,46,1,-,-,
32,"JAWA
BARAT",3201,BOGOR,52,12,10,889,10,53,98,1,46,1,2,-,
,,3202,SUKABUMI,28,1,3,1.019,98,7,18,2,46,1,4,-,
,,3203,CIANJUR,1,2,-,9,-,1,2,-,46,1,-,-,
,,3204,BANDUNG,4,-,-,21,1,2,3,-,46,1,1,-,
,,3205,GARUT,19,-,5,139,13,2,5,-,46,1,-,-,
,,3206,"TASIKMA-
LAYA",4,1,-,10,3,1,1,-,46,1,-,-,
,,3207,CIAMIS,10,-,-,121,4,3,25,2,46,1,-,-,
,,3208,KUNINGAN,12,-,1,27,1,6,4,1,46,1,-,-,
,,3209,CIREBON,3,-,-,10,1,-,2,-,46,1,-,-,
,,3210,MAJALENGKA,39,-,-,132,-,12,37,1,46,1,1,-,
,,3211,SUMEDANG,5,-,-,3,2,2,3,-,46,1,-,-,
,,3214,"PURWAKAR-
TA",2,-,-,20,4,-,22,-,46,1,2,1,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,47,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",47,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,47,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),47,1,(13),(14),
,,3217,"BANDUNG
BARAT",33,-,4,330,34,22,86,7,47,1,1,-,
,,3271,KOTA BOGOR,23,-,-,242,9,5,23,-,47,1,1,-,
,,3277,KOTA CIMAHI,1,2,6,-,-,-,-,-,47,1,-,-,
,,3278,"KOTA TASIK-
MALAYA",13,-,-,25,2,3,6,-,47,1,-,-,
,,3329,BREBES,1,-,1,-,-,1,-,-,47,1,-,-,
33,"JAWA
TENGAH",3301,CILACAP,19,-,-,122,7,6,30,2,47,1,1,-,
,,3302,BANYUMAS,23,-,-,71,8,11,16,-,47,1,-,-,
,,3303,"PURBAL-
INGGA",6,-,-,9,1,1,4,1,47,1,-,-,
,,3304,"BANJARNE-
GARA",32,1,6,313,10,10,70,1,47,1,3,-,
,,3305,KEBUMEN,1,-,-,-,2,1,27,1,47,1,-,-,
,,3306,PURWOREJO,14,-,-,174,5,10,66,-,47,1,-,-,
,,3307,WONOSOBO,4,2,2,10,-,2,2,-,47,1,-,-,
,,3308,MAGELANG,25,1,4,205,2,4,33,-,47,1,1,-,
,,3309,BOYOLALI,4,-,-,17,1,3,3,-,47,1,-,-,
,,3310,KLATEN,1,-,-,30,-,-,1,-,47,1,-,-,
,,3312,WONOGIRI,12,-,-,83,6,10,40,-,47,1,1,1,
,,3313,"KARANGA-
NYAR",4,-,-,15,1,1,2,-,47,1,-,-,
,,3314,SRAGEN,7,-,2,24,-,4,4,-,47,1,-,-,
,,3315,GROBOGAN,4,-,-,-,1,-,3,-,47,1,-,-,
,,3316,BLORA,1,-,-,-,-,-,2,-,47,1,-,-,
,,3318,PATI,3,-,-,-,-,1,30,-,47,1,-,-,
,,3319,KUDUS,3,-,-,-,1,-,4,-,47,1,-,-,
,,3320,JEPARA,10,-,5,11,10,8,3,-,47,1,-,-,
,,3322,SEMARANG,10,1,1,2,1,3,7,-,47,1,-,-,
,,3323,"TEMANGGU-
NG",29,-,2,285,4,4,65,-,47,1,1,-,
,,3324,KENDAL,6,-,-,28,-,1,10,-,47,1,-,-,
,,3325,BATANG,1,-,-,-,-,-,1,-,47,1,-,-,
,,3326,PEKALONGAN,2,-,-,-,-,16,-,-,47,1,1,-,
,,3327,PEMALANG,1,1,-,15,2,-,1,-,47,1,-,-,
,,3328,TEGAL,2,-,-,-,1,1,-,-,47,1,-,-,
,,3329,BREBES,17,2,-,7,2,5,16,-,47,1,1,-,
,,3374,"KOTA SEMA-
RANG",42,2,2,105,8,16,32,1,47,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,48,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",48,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,48,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),48,1,(13),(14),
34,"DI YOGY-
AKARTA",3402,BANTUL,2,3,3,7.451,-,-,6,-,48,1,-,-,
,,3403,"GUNUNG-
KIDUL",2,-,-,101,-,3,1,-,48,1,-,-,
,,3404,SLEMAN,2,1,-,-,-,-,1,-,48,1,-,-,
35,"JAWA
TIMUR",3501,PACITAN,3,-,-,-,1,1,1,-,48,1,-,-,
,,3502,PONOROGO,8,-,-,14,1,1,3,-,48,1,-,-,
,,3503,TRENGGALEK,8,-,-,44,-,1,10,1,48,1,-,-,
,,3505,BLITAR,3,-,-,-,1,1,3,-,48,1,-,-,
,,3507,MALANG,1,-,-,-,-,-,1,-,48,1,-,-,
,,3509,JEMBER,2,-,-,-,-,1,3,-,48,1,1,-,
,,3512,SITUBONDO,1,-,-,-,1,-,-,-,48,1,-,-,
,,3513,"PROBOL-
INGGO",3,-,-,10,-,-,3,-,48,1,-,-,
,,3516,MOJOKERTO,1,-,-,25,-,-,-,-,48,1,-,-,
,,3520,MAGETAN,1,-,-,-,-,1,-,-,48,1,-,-,
,,3522,BOJONEGORO,1,-,-,-,-,-,-,-,48,1,-,-,
,,3523,TUBAN,2,-,-,-,-,-,1,-,48,1,-,-,
,,3524,LAMONGAN,3,-,-,91,2,2,7,1,48,1,2,-,
,,3528,PAMEKASAN,1,2,1,-,-,-,-,-,48,1,-,-,
,,3573,"KOTA
MALANG",5,-,-,9,4,4,-,-,48,1,-,1,
,,3579,KOTA BATU,3,-,-,5,2,1,-,-,48,1,-,-,
36,BANTEN,3602,LEBAK,1,-,-,499,43,-,20,-,48,1,3,-,
,,3671,"KOTA TAN-
GERANG",1,1,1,-,-,-,-,-,48,1,-,-,
51,BALI,5103,BADUNG,2,-,-,-,-,-,1,1,48,1,-,-,
,,5106,BANGLI,1,-,-,-,-,-,1,-,48,1,-,-,
,,5107,"KARANGAS-
EM",4,3,12,-,1,-,1,-,48,1,5,-,
,,5108,BULELENG,2,4,-,-,4,-,-,-,48,1,-,-,
53,"NUSA
TENG-
GARA
TIMUR",5306,BELU,1,-,-,-,-,-,1,-,48,1,-,-,
,,5313,MANGGARAI,1,1,-,-,-,-,-,-,48,1,-,-,
,,5315,"MANGGARAI
BARAT",1,8,3,684,3,-,-,-,48,1,-,-,
61,"KALIM-
ANTAN
BARAT",6102,BENGKAYANG,1,3,-,-,11,-,-,-,48,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,49,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",49,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,49,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),49,1,(13),(14),
,,6111,"KAYONG
UTARA",1,-,-,-,1,-,-,1,49,1,-,-,
62,"KALIM-
ANTAN
TENGAH",6205,"BARITO
UTARA",1,-,-,12,2,-,1,-,49,1,-,-,
,,6208,SERUYAN,2,-,-,10,2,-,1,-,49,1,-,-,
63,"KALIM-
ANTAN
SELATAN",6302,KOTABARU,4,8,1,1.222,16,6,-,-,49,1,-,-,
,,6303,BANJAR,1,5,-,-,-,-,-,-,49,1,-,-,
,,6306,"HULU SUNGAI
SELATAN",1,-,-,2,-,-,1,-,49,1,-,-,
,,6311,BALANGAN,1,-,-,-,1,-,-,-,49,1,-,-,
,,6372,"KOTA BAN-
JARBARU",3,7,7,-,1,-,-,-,49,1,-,-,
64,"KALIM-
ANTAN
TIMUR",6401,PASER,1,-,-,60,3,-,-,-,49,1,-,-,
,,6403,"KUTAI KER-
TANEGARA",1,-,-,30,6,-,-,-,49,1,-,-,
,,6409,"PENAJAM
PASER UTARA",3,-,-,-,-,-,1,2,49,1,-,-,
,,6472,"KOTA SAMA-
RINDA",4,4,-,25,-,5,-,-,49,1,-,-,
65,"KALIM-
ANTAN
UTARA",6571,"KOTA TARA-
KAN",1,-,1,42,-,-,14,-,49,1,-,-,
71,"SULAWE-
SI UTARA",7101,"BOLAANG
MONGON-
DOW",1,16,18,-,-,-,-,-,49,1,-,-,
,,7102,MINAHASA,2,-,-,5,1,-,1,-,49,1,-,-,
,,7172,KOTA BITUNG,1,-,1,-,-,1,-,-,49,1,-,-,
72,"SU-
LAWESI
TENGAH",7202,BANGGAI,1,-,2,-,-,-,-,-,49,1,-,-,
73,"SU-
LAWESI
SELATAN",7301,SELAYAR,1,-,-,5,1,-,-,-,49,1,-,-,
,,7306,GOWA,1,-,6,10,2,-,-,-,49,1,-,-,
,,7310,BARRU,1,-,-,3,-,-,1,-,49,1,-,-,
,,7314,"SIDENRENG
RAPPANG",2,-,-,670,-,-,-,-,49,1,-,-,
,,7316,ENREKANG,2,-,-,455,10,-,-,-,49,1,-,-,
,,7318,TANA TORAJA,12,-,1,237,3,4,30,3,49,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,50,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",50,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,50,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),50,1,(13),(14),
,,7325,LUWU TIMUR,1,-,-,13,1,4,5,-,50,1,-,-,
74,"SU-
LAWESI
TENGGA-
RA",7408,"KOLAKA
UTARA",1,-,-,155,-,29,-,-,50,1,-,-,
,,7409,"BUTON
UTARA",1,-,-,-,1,-,-,-,50,1,-,-,
,,7471,"KOTA
KENDARI",1,-,-,15,1,-,-,-,50,1,-,-,
76,"SULAWE-
SI BARAT",7604,MAMUJU,1,-,-,-,-,-,5,-,50,1,-,-,
81,MALUKU,8102,"MALUKU
TENGGARA",1,-,-,9,1,-,-,-,50,1,-,-,
,,8103,"MALUKU
TENGAH",1,-,-,20,-,-,4,-,50,1,-,-,
,,8106,"SERAM BAGI-
AN BARAT",2,-,-,225,10,15,20,1,50,1,-,-,
,,8171,KOTA AMBON,3,-,1,35,-,6,9,4,50,1,-,-,
82,"MALUKU
UTARA",8207,"PULAU
MOROTAI",2,2,-,-,-,-,-,-,50,1,-,-,
94,PAPUA,9471,"KOTA
JAYAPURA",1,7,4,680,4,-,-,-,50,1,-,-,
No,Provinsi,Jumlah Titik Panas,,,,,,,,,,52,1,,,Total
,,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,52,1,November,Desember,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),52,1,(13),(14),(15)
1,Aceh,1,1,2,5,-,6,11,10,1,-,52,1,-,-,37
2,Bali,-,-,1,2,11,-,-,3,-,1,52,1,1,-,19
3,Banten,-,-,-,-,-,-,-,-,14,5,52,1,1,-,20
4,Bengkulu,-,3,1,-,4,-,1,3,10,4,52,1,1,-,27
5,"Dki
Jakarta",-,-,-,-,-,-,2,2,-,-,52,1,-,-,4
6,Gorontalo,-,2,4,1,-,-,-,10,34,11,52,1,1,-,63
7,Jambi,2,-,1,-,3,-,77,306,2.708,587,52,1,2,1,3.687
8,"Jawa
Barat",-,-,-,1,-,6,17,15,7,18,52,1,3,-,67
9,"Jawa
Tengah",-,-,-,-,-,2,6,6,29,17,52,1,1,-,61
10,"Jawa
Timur",-,-,-,-,1,10,14,37,82,316,52,1,4,2,466
11,"Kaliman-
tan Barat",1,-,40,15,23,8,115,1.253,3.041,28,52,1,53,1,4.578
12,"Kalim-
antan
Selatan",2,4,2,-,11,51,11,75,548,137,52,1,108,5,954
13,"Kalim-
antan
Tengah",1,-,-,-,3,4,150,624,5.739,398,52,1,494,4,7.417
14,"Kaliman-
tan Timur",2,11,8,5,-,-,11,118,788,119,52,1,36,2,1.100
15,"Kaliman-
tan Utara",-,6,15,-,-,-,10,47,135,7,52,1,-,-,220
16,"Kep.
Bangka
Belitung",-,-,1,-,1,1,14,55,73,33,52,1,18,-,196
17,Kep. Riau,-,3,38,97,29,-,1,13,32,-,52,1,-,-,213
18,Lampung,1,1,-,1,11,8,20,34,102,250,52,1,117,4,549
19,Maluku,1,-,2,-,-,-,3,10,138,31,52,1,55,38,278
20,"Maluku
Utara",-,3,6,6,6,4,4,5,26,8,52,1,10,4,82
21,"Nusa
Tenggara
Barat",-,5,3,3,7,14,44,33,71,305,52,1,37,5,527
22,"Nusa
Tenggara
Timur",-,-,-,-,8,29,80,82,91,296,52,1,62,4,652
23,Papua,2,-,-,-,-,6,11,13,73,215,52,1,110,42,472
24,"Papua
Barat",-,-,2,-,-,6,2,3,5,-,52,1,5,-,23
