0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
62,"KALIMANTAN
TENGAH",6201,"KOTAWARINGIN
BARAT",4,-,-,8.183,-,-,-,1.127,24,1,-,-,-
,,6202,"KOTAWARINGIN
TIMUR",6,-,2,6.336,-,-,-,2.288,24,1,-,-,-
,,6203,KAPUAS,2,-,-,37.697,-,-,-,7.425,24,1,-,-,-
,,6204,BARITO SELATAN,1,-,-,180,-,-,-,36,24,1,-,-,-
,,6205,BARITO UTARA,2,-,-,90.938,-,-,-,19.490,24,1,-,-,-
,,6206,KATINGAN,2,-,-,7.507,-,-,-,1.625,24,1,-,-,-
,,6207,SERUYAN,1,-,-,12.186,-,-,-,2.924,24,1,-,-,-
,,6208,SUKAMARA,4,-,-,2.125,-,-,-,614,24,1,-,-,-
,,6209,LAMANDAU,5,-,-,5.037,-,-,-,739,24,1,-,-,-
,,6210,GUNUNG MAS,2,-,-,2.974,-,-,-,714,24,1,-,-,-
,,6211,PULANG PISAU,3,-,-,12.415,-,-,-,3.056,24,1,-,-,-
,,6212,MURUNG RAYA,3,-,-,83.664,-,-,-,21.026,24,1,-,-,-
,,6271,"KOTA
PALANGKARAYA",4,5,-,62.955,-,-,-,9.588,24,1,-,-,-
63,"KALIMANTAN
SELATAN",6301,TANAH LAUT,1,-,-,1.220,-,-,-,244,24,1,-,-,-
,,6303,BANJAR,1,-,-,750,-,-,-,100,24,1,1,-,-
,,6305,TAPIN,2,-,-,299,-,-,-,107,24,1,-,-,-
,,6307,"HULU SUNGAI
TENGAH",1,-,-,6.340,-,-,-,2.210,24,1,-,-,-
,,6308,HULU SUNGAI UTARA,1,-,-,18.266,-,-,-,5.413,24,1,-,-,-
,,6309,TABALONG,1,-,-,241,-,-,-,90,24,1,-,-,-
,,6310,TANAH BUMBU,6,-,-,22.597,-,-,-,6.239,24,1,-,-,-
,,6311,BALANGAN,2,-,-,395,-,-,-,262,24,1,-,-,-
64,"KALIMANTAN
TIMUR",6401,PASER,3,-,-,1.889,-,-,-,496,24,1,-,-,-
,,6403,BERAU,2,-,-,1.717,1,-,-,512,24,1,-,-,-
,,6407,KUTAI BARAT,5,-,-,36.546,-,-,-,9.690,24,1,-,-,-
,,6409,"PENAJAM PASER
UTARA",9,-,-,3.054,-,-,-,775,24,1,-,-,-
,,6411,MAHAKAM ULU,2,-,-,2.940,55,5,37,14,24,1,-,-,-
,,6471,KOTA BALIKPAPAN,1,-,-,2.810,-,-,-,,24,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,25,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",25,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,25,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),25,1,(13),(14),(15)
,,6472,KOTA SAMARINDA,7,1,-,2.887,-,-,-,633,25,1,-,-,-
65,"KALIMANTAN
UTARA",6501,BULUNGAN,2,-,-,10.360,777,-,-,1.275,25,1,-,-,-
,,6502,MALINAU,2,-,-,13.652,5,-,-,4.038,25,1,-,-,-
,,6503,NUNUKAN,1,-,-,696,-,-,-,238,25,1,-,-,-
71,"SULAWESI
UTARA",7101,"BOLAANG
MONGONDOW",4,-,-,9.207,2,-,-,2.930,25,1,-,-,-
,,7102,MINAHASA,3,-,-,5.902,-,-,-,901,25,1,-,-,-
,,7103,"KEPULAUAN
SANGIHE",1,-,-,536,-,3,2,,25,1,-,-,-
,,7104,KEPULAUAN TALAUD,1,-,-,110,-,-,-,,25,1,-,-,-
,,7106,MINAHASA UTARA,1,-,-,7.950,28,33,206,1.622,25,1,1,-,-
,,7108,"BOLAANG
MONGONDOW
UTARA",3,-,-,2.924,-,-,-,774,25,1,-,-,-
,,7111,"BOLAANG
MONGONDOW
SELATAN",1,-,-,7.788,-,-,-,2.259,25,1,-,-,-
,,7171,KOTA MANADO,1,-,-,414,-,-,-,259,25,1,-,-,-
,,7172,KOTA BITUNG,2,1,3,14.545,50,120,27,4.688,25,1,-,-,-
72,"SULAWESI
TENGAH",7201,BANGGAI,10,-,-,4.822,1,-,10,531,25,1,-,-,-
,,7202,POSO,10,-,-,5.135,1,4,2,969,25,1,-,-,-
,,7203,DONGGALA,11,-,-,7.914,14,-,-,1.896,25,1,2,2,1
,,7204,TOLI TOLI,3,-,-,555,-,-,3,116,25,1,-,-,-
,,7205,BUOL,5,1,-,7.275,55,221,253,1.482,25,1,-,-,-
,,7206,MOROWALI,6,-,1,1.225,-,6,1,161,25,1,-,-,-
,,7207,"BANGGAI
KEPULAUAN",1,-,-,120,-,-,-,24,25,1,-,-,-
,,7208,PARIGI MOUTONG,14,1,-,12.481,68,8,16,2.151,25,1,-,-,-
,,7209,TOJO UNA UNA,4,1,-,11.489,6,7,-,2.429,25,1,-,-,-
,,7210,SIGI,8,3,1,1.578,-,-,-,241,25,1,-,-,-
,,7211,BANGGAI LAUT,3,-,-,3.820,-,-,-,740,25,1,-,-,-
,,7212,MOROWALI UTARA,7,-,-,9.353,-,-,-,1.115,25,1,-,-,-
,,7271,KOTA PALU,3,-,-,1.720,-,-,-,265,25,1,-,-,-
73,"SULAWESI
SELATAN",7301,"KEPULAUAN
SELAYAR",1,-,-,1.135,-,-,-,168,25,1,-,-,-
,,7302,BULUKUMBA,1,-,-,1.613,-,-,-,243,25,1,-,-,-
,,7305,TAKALAR,1,-,-,-,-,-,-,,25,1,-,-,-
,,7306,GOWA,2,-,-,1.297,-,-,-,229,25,1,-,-,-
,,7307,SINJAI,1,-,-,118,2,1,-,38,25,1,-,1,-
,,7308,BONE,4,-,-,1.379,-,1,-,280,25,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,26,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",26,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,26,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),26,1,(13),(14),(15)
,,7309,MAROS,1,-,-,193.102,-,-,-,,26,1,-,-,-
,,7310,"PANGKAJENE DAN
KEPULAUAN",1,-,-,93.876,-,-,-,1.123,26,1,-,-,-
,,7311,BARRU,1,1,-,66.913,-,-,-,285,26,1,-,-,-
,,7312,SOPPENG,2,1,-,31.256,13,-,-,1.310,26,1,-,-,-
,,7313,WAJO,6,1,-,85.879,14,-,11,24.825,26,1,2,-,-
,,7314,"SIDENRENG
RAPPANG",6,2,2,30.309,14,20,14,7.885,26,1,-,-,-
,,7315,PINRANG,8,-,-,12.717,2,-,-,3.123,26,1,-,-,-
,,7316,ENREKANG,3,-,-,9.366,7,-,-,1.142,26,1,-,-,-
,,7317,LUWU,20,5,61,41.048,108,46,118,7.607,26,1,-,-,-
,,7322,LUWU UTARA,18,-,-,109.084,1,1,-,24.759,26,1,-,-,-
,,7324,LUWU TIMUR,2,-,-,500,-,-,-,108,26,1,-,-,-
,,7371,KOTA MAKASSAR,3,-,-,65.000,-,-,-,16.580,26,1,-,-,-
,,7372,KOTA PAREPARE,2,-,-,1.035,4,-,-,294,26,1,-,-,-
,,7373,KOTA PALOPO,8,-,-,16.435,-,-,-,3.167,26,1,-,-,-
74,"SULAWESI
TENGGARA",7401,KOLAKA,1,-,-,6.315,-,-,-,1.263,26,1,-,-,-
,,7402,KONAWE,4,-,-,3.095,-,-,-,344,26,1,-,-,-
,,7405,KONAWE SELATAN,2,-,-,735,-,-,-,148,26,1,-,-,-
,,7406,BOMBANA,1,-,-,40,-,-,-,8,26,1,-,-,-
,,7409,KONAWE UTARA,2,-,-,5.280,1,-,-,1.426,26,1,-,-,-
,,7410,BUTON UTARA,3,-,-,3.240,-,-,-,724,26,1,-,-,-
,,7413,MUNA BARAT,1,-,-,275,-,-,-,,26,1,-,-,-
,,7471,KOTA KENDARI,3,2,1,16.835,-,-,-,3.304,26,1,-,-,-
75,GORONTALO,7501,GORONTALO,4,-,-,51.117,-,-,-,7.962,26,1,-,-,-
,,7502,BOALEMO,6,-,-,3.588,-,-,-,760,26,1,-,-,-
,,7503,BONE BOLANGO,8,1,-,15.330,37,-,56,3.086,26,1,-,1,-
,,7504,POHUWATO,5,-,-,14.440,-,-,-,4.370,26,1,-,-,-
,,7505,GORONTALO UTARA,5,-,-,17.609,3,-,20,5.459,26,1,-,-,-
,,7571,KOTA GORONTALO,3,1,227,56.629,-,-,-,6.799,26,1,-,-,-
76,"SULAWESI
BARAT",7602,MAMUJU,5,-,-,7.155,1,-,-,1.107,26,1,-,-,-
,,7604,POLEWALI MANDAR,1,-,-,2.440,-,-,-,488,26,1,-,-,-
,,7606,MAMUJU TENGAH,9,-,-,6.677,-,-,5,1.154,26,1,-,-,-
81,MALUKU,8101,MALUKU TENGAH,6,-,-,4.643,5,3,5,965,26,1,-,-,-
,,8102,MALUKU TENGGARA,2,-,-,758,-,-,-,198,26,1,-,-,-
,,8104,BURU,1,-,-,11.481,-,-,1,1.564,26,1,-,-,-
,,8105,"SERAM BAGIAN
TIMUR",2,-,-,411,-,2,20,96,26,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,27,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",27,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,27,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),27,1,(13),(14),(15)
,,8106,"SERAM BAGIAN
BARAT",5,-,-,3.880,-,-,-,747,27,1,-,-,-
,,8107,KEPULAUAN ARU,1,-,-,450,-,-,11,161,27,1,1,1,-
,,8109,BURU SELATAN,1,-,-,520,-,-,-,104,27,1,-,-,-
82,"MALUKU
UTARA",8201,HALMAHERA BARAT,3,1,1,690,-,4,-,138,27,1,-,-,-
,,8202,"HALMAHERA
TENGAH",7,-,-,6.996,-,-,-,966,27,1,-,-,-
,,8203,HALMAHERA UTARA,1,-,-,3.740,-,-,-,748,27,1,-,-,-
,,8204,"HALMAHERA
SELATAN",5,1,-,14.498,27,6,17,992,27,1,-,-,-
,,8206,HALMAHERA TIMUR,8,-,-,5176,12,-,-,1027,27,1,-,-,-
,,8207,PULAU MOROTAI,2,-,-,1899,-,-,-,430,27,1,-,-,-
,,8208,PULAU TALIABU,4,-,-,905,-,-,-,155,27,1,-,-,-
,,8271,KOTA TERNATE,1,20,15,1000,19,-,21,39,27,1,-,1,-
,,8272,"KOTA TIDORE
KEPULAUAN",9,-,-,1362,1,-,82,486,27,1,-,-,-
91,P A P U A,9103,JAYAPURA,3,1,-,2720,-,-,-,692,27,1,-,1,-
,,9105,KEPULAUAN YAPEN,3,-,-,2751,1,-,266,329,27,1,3,2,-
,,9111,KEEROM,3,-,-,206,-,-,-,38,27,1,-,-,-
,,9115,WAROPEN,3,-,-,633,-,-,-,137,27,1,1,3,-
,,9120,MAMBERAMO RAYA,1,-,-,531,-,-,-,257,27,1,-,-,-
,,9171,KOTA JAYAPURA,2,-,-,465,-,-,1,100,27,1,-,-,-
92,"PAPUA
BARAT",9202,MANOKWARI,7,-,-,3705,-,-,59,298,27,1,-,3,-
,,9206,TELUK BINTUNI,4,-,-,5405,-,-,-,1100,27,1,-,-,-
,,9207,TELUK WONDAMA,1,-,,2278,-,-,-,,27,1,-,-,-
,,9211,"MANOKWARI
SELATAN",3,-,-,1366,-,-,-,293,27,1,-,-,-
93,"PAPUA
SELATAN",9301,MERAUKE,2,-,-,3010,-,6,836,54,27,1,-,-,-
94,"PAPUA
TENGAH",9402,PUNCAK JAYA,1,2,2,4,-,-,-,,27,1,-,-,-
,,9404,MIMIKA,2,7,-,5353,-,-,-,495,27,1,-,-,-
,,9406,DOGIYAI,1,5,1,-,-,-,-,,27,1,-,-,-
,,9407,INTAN JAYA,1,5,1,-,-,-,-,,27,1,-,-,-
96,"PAPUA
BARAT DAYA",9601,SORONG,2,-,-,5745,2,-,-,3000,27,1,-,-,-
,,9671,KOTA SORONG,2,-,-,9214,19,-,19,3441,27,1,-,-,-
,,,,,,,,,,,,27,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,28,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan",28,1,,,
,,,(jiwa),,,(unit),,,,,,28,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),28,1,,,
11,ACEH,14,2,1,777,44,38,130,2,-,-,28,1,,,
12,SUMATERA UTARA,43,7,23,2.804,147,222,405,12,4,-,28,1,,,
13,SUMATERA BARAT,10,3,1,315,25,34,105,-,-,-,28,1,,,
14,RIAU,2,-,-,518,6,4,50,2,3,-,28,1,,,
15,JAMBI,7,-,5,270,32,31,235,3,1,-,28,1,,,
16,"SUMATERA
SELATAN",9,-,3,1.196,33,22,160,-,-,-,28,1,,,
17,BENGKULU,3,-,-,490,,27,,-,-,-,28,1,,,
18,LAMPUNG,24,-,9,4.322,73,189,348,1,1,1,28,1,,,
19,"KEPULAUAN
BANGKA BELITUNG",3,-,2,245,,,39,-,-,-,28,1,,,
21,KEPULAUAN RIAU,16,4,5,2.964,49,114,696,-,-,-,28,1,,,
31,DKI JAKARTA,5,3,2,106,,20,16,-,-,-,28,1,,,
32,JAWA BARAT,193,3,68,25.175,653,1.443,5.024,5,8,1,28,1,,,
33,JAWA TENGAH,71,2,15,16.067,126,537,1.698,212,12,1,28,1,,,
34,"DAERAH ISTIMEWA
YOGYAKARTA",38,3,8,1.500,18,94,1.598,20,16,2,28,1,,,
35,JAWA TIMUR,141,9,44,13.170,135,371,3.975,27,17,2,28,1,,,
36,BANTEN,17,3,4,1.659,37,94,411,-,1,-,28,1,,,
51,BALI,17,7,12,7,62,69,137,1,3,-,28,1,,,
52,"NUSA TENGGARA
BARAT",17,2,1,2.581,107,161,436,2,1,1,28,1,,,
53,"NUSA TENGGARA
TIMUR",13,3,6,1.440,86,63,193,4,5,2,28,1,,,
61,"KALIMANTAN
BARAT",3,1,2,175,9,2,13,-,-,-,28,1,,,
63,"KALIMANTAN
SELATAN",4,-,-,103,9,8,16,-,1,-,28,1,,,
64,"KALIMANTAN
TIMUR",4,-,-,347,56,-,40,-,1,-,28,1,,,
71,SULAWESI UTARA,3,-,-,337,4,,32,-,-,-,28,1,,,
72,SULAWESI TENGAH,4,-,-,523,9,2,16,-,-,-,28,1,,,
73,"SULAWESI
SELATAN",45,11,10,3.275,181,163,512,5,-,-,28,1,,,
74,"SULAWESI
TENGGARA",3,-,2,269,19,17,51,-,-,-,28,1,,,
75,GORONTALO,1,-,-,33,9,,1,-,-,-,28,1,,,
76,SULAWESI BARAT,4,1,2,185,5,11,30,1,-,-,28,1,,,
81,MALUKU,11,3,3,1.225,63,80,150,-,1,-,28,1,,,
82,MALUKU UTARA,6,-,9,377,5,5,17,-,-,-,28,1,,,
91,P A P U A,2,1,-,31,,,6,-,-,-,28,1,,,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,29,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",29,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,29,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),29,1,(13),(14),
11,ACEH,1102,ACEH TENGGARA,1,-,-,41,4,4,5,-,29,1,-,-,
,,1103,ACEH TIMUR,1,-,-,378,12,19,43,-,29,1,-,-,
,,1104,ACEH TENGAH,1,-,-,25,-,-,5,-,29,1,-,-,
,,1105,ACEH BARAT,1,1,-,10,-,-,-,-,29,1,-,-,
,,1106,ACEH BESAR,1,-,-,17,2,1,1,1,29,1,-,-,
,,1108,ACEH UTARA,2,-,-,91,14,-,53,-,29,1,-,-,
,,1111,BIREUEN,2,-,-,36,6,5,3,-,29,1,-,-,
,,1112,ACEH BARAT DAYA,1,-,-,95,-,-,11,-,29,1,-,-,
,,1114,ACEH JAYA,2,-,-,50,5,3,9,-,29,1,-,-,
,,1118,PIDIE JAYA,1,-,-,30,-,6,-,-,29,1,-,-,
,,1171,KOTA BANDA ACEH,1,1,1,4,1,-,-,1,29,1,-,-,
12,"SUMATERA
UTARA",1202,TAPANULI UTARA,2,1,10,-,10,-,-,-,29,1,-,-,
,,1203,TAPANULI SELATAN,1,1,2,1,1,-,-,-,29,1,-,-,
,,1207,DELI SERDANG,15,2,4,1.216,66,128,134,4,29,1,3,-,
,,1208,SIMALUNGUN,5,-,1,140,13,10,136,-,29,1,-,-,
,,1210,LABUHANBATU,1,2,,8,-,-,-,-,29,1,-,-,
,,1211,DAIRI,1,-,,48,5,3,4,-,29,1,-,-,
,,1212,TOBA,1,-,,20,-,-,6,-,29,1,-,-,
,,1213,"MANDAILING
NATAL",1,-,1,-,10,-,-,-,29,1,-,-,
,,1216,"HUMBANG
HASUNDUTAN",1,-,,5,-,-,1,5,29,1,-,-,
,,1217,SAMOSIR,1,1,5,-,-,-,-,-,29,1,1,-,
,,1218,SERDANG BEDAGAI,3,-,-,174,6,-,12,-,29,1,-,-,
,,1219,BATU BARA,2,-,,60,8,-,2,3,29,1,-,-,
,,1221,PADANG LAWAS,1,-,,660,3,13,67,-,29,1,-,-,
,,1223,"LABUHANBATU
UTARA",2,-,,187,9,27,23,-,29,1,-,-,
,,1271,KOTA MEDAN,3,-,-,201,-,33,15,-,29,1,-,-,
,,1272,"KOTA
PEMATANGSIANTAR",2,-,,60,16,3,4,-,29,1,-,-,
,,1275,KOTA BINJAI,1,-,,24,-,5,1,-,29,1,-,-,
13,"SUMATERA
BARAT",1302,SOLOK,1,-,,-,-,-,16,-,29,1,-,-,
,,1305,PADANG PARIAMAN,1,-,,-,-,-,5,-,29,1,-,-,
,,1306,AGAM,2,1,,-,-,-,10,-,29,1,-,-,
,,1310,DHARMASRAYA,1,1,,-,-,-,-,-,29,1,-,-,
,,1311,SOLOK SELATAN,3,-,,-,11,20,16,-,29,1,-,-,
,,1312,PASAMAN BARAT,1,1,,-,-,-,-,-,29,1,-,-,
,,1376,KOTA PAYAKUMBUH,1,-,1,315,14,14,58,-,29,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,30,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",30,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,30,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),30,1,(13),(14),
14,RIAU,1401,KAMPAR,2,-,-,518,6,4,50,2,30,1,3,-,
15,JAMBI,1501,KERINCI,1,-,-,-,6,-,37,-,30,1,-,-,
,,1502,MERANGIN,2,-,-,187,-,-,146,-,30,1,1,-,
,,1504,BATANGHARI,1,-,5,6,18,20,44,3,30,1,-,-,
,,1505,MUARO JAMBI,1,-,-,-,1,8,-,-,30,1,-,-,
,,1506,"TANJUNG JABUNG
BARAT",1,-,-,30,2,-,6,-,30,1,-,-,
,,1507,"TANJUNG JABUNG
TIMUR",1,-,-,47,5,3,2,-,30,1,-,-,
16,"SUMATERA
SELATAN",1601,"OGAN KOMERING
ULU",1,-,-,340,-,1,67,-,30,1,-,-,
,,1602,"OGAN KOMERING
ILIR",1,-,-,85,17,-,-,-,30,1,-,-,
,,1603,MUARA ENIM,2,-,3,375,8,-,64,-,30,1,-,-,
,,1607,BANYUASIN,3,-,-,311,6,21,-,-,30,1,-,-,
,,1673,"KOTA LUBUK
LINGGAU",1,-,-,25,2,-,3,-,30,1,-,-,
,,1674,KOTA PRABUMULIH,1,-,-,60,-,-,26,-,30,1,-,-,
17,BENGKULU,1703,BENGKULU UTARA,2,-,-,-,-,27,-,-,30,1,-,-,
,,1771,KOTA BENGKULU,1,-,-,490,-,-,-,-,30,1,-,-,
18,LAMPUNG,1801,LAMPUNG SELATAN,5,-,8,1.165,18,87,130,-,30,1,1,1,
,,1805,TULANG BAWANG,6,-,-,1.387,1,41,60,-,30,1,-,-,
,,1806,TANGGAMUS,1,-,-,25,-,5,-,-,30,1,-,-,
,,1807,LAMPUNG TIMUR,6,-,-,860,19,50,36,1,30,1,-,-,
,,1808,WAY KANAN,2,-,-,610,28,-,74,-,30,1,-,-,
,,1809,PESAWARAN,4,-,1,275,7,6,48,-,30,1,-,-,
19,"KEPULAUAN
BANGKA
BELITUNG",1903,BANGKA SELATAN,1,-,-,57,-,-,-,-,30,1,-,-,
,,1904,BANGKA TENGAH,1,-,2,70,-,-,-,-,30,1,-,-,
,,1971,"KOTA PANGKAL
PINANG",1,-,-,118,-,-,39,-,30,1,-,-,
21,"KEPULAUAN
RIAU",2101,BINTAN,4,1,2,1.583,6,14,451,-,30,1,-,-,
,,2102,KARIMUN,3,-,-,638,-,24,224,-,30,1,-,-,
,,2103,NATUNA,3,-,-,95,9,9,6,-,30,1,-,-,
,,2171,KOTA BATAM,4,2,3,393,34,47,15,-,30,1,-,-,
,,2172,"KOTA TANJUNG
PINANG",2,1,-,255,-,20,-,-,30,1,-,-,
31,DKI JAKARTA,3174,"KOTA ADM.
JAKARTA SELATAN",3,3,1,39,-,5,9,-,30,1,-,-,
,,3175,"KOTA ADM.
JAKARTA TIMUR",2,-,1,67,-,15,7,-,30,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,31,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",31,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,31,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),31,1,(13),(14),
32,JAWA BARAT,3201,BOGOR,83,2,13,7.259,122,446,1.211,2,31,1,2,-,
,,3202,SUKABUMI,14,-,1,2.069,128,68,430,-,31,1,-,-,
,,3203,CIANJUR,6,-,-,721,22,8,195,-,31,1,-,-,
,,3204,BANDUNG,10,-,24,3.139,217,254,336,2,31,1,2,1,
,,3205,GARUT,3,-,-,119,1,5,34,-,31,1,-,-,
,,3206,TASIKMALAYA,4,-,,193,-,15,40,-,31,1,-,-,
,,3207,CIAMIS,12,-,-,901,5,25,283,-,31,1,-,-,
,,3208,KUNINGAN,1,-,,38,1,-,12,-,31,1,-,-,
,,3209,CIREBON,2,-,-,172,10,-,33,-,31,1,-,-,
,,3210,MAJALENGKA,2,1,1,66,1,7,42,-,31,1,-,-,
,,3211,SUMEDANG,2,-,25,2.637,-,213,466,-,31,1,-,-,
,,3212,INDRAMAYU,3,-,3,2.230,20,73,299,1,31,1,1,-,
,,3213,SUBANG,1,-,-,100,12,-,12,-,31,1,-,-,
,,3214,PURWAKARTA,3,-,,81,-,3,494,-,31,1,-,-,
,,3215,KARAWANG,14,-,-,2.020,61,153,404,-,31,1,-,-,
,,3216,BEKASI,2,-,-,490,-,-,98,-,31,1,-,-,
,,3217,BANDUNG BARAT,13,-,1,1.364,27,75,363,-,31,1,2,-,
,,3218,PANGANDARAN,3,-,,107,1,10,9,-,31,1,-,-,
,,3271,KOTA BOGOR,8,-,-,459,8,37,64,-,31,1,-,-,
,,3272,KOTA SUKABUMI,4,-,-,804,9,28,176,-,31,1,1,-,
,,3277,KOTA CIMAHI,1,-,,69,1,6,8,-,31,1,-,-,
,,3278,KOTA TASIKMALAYA,3,-,,137,7,17,15,-,31,1,-,-,
33,"JAWA
TENGAH",3301,CILACAP,7,-,-,700,2,4,136,-,31,1,-,-,
,,3302,BANYUMAS,7,-,1,1.795,11,7,246,-,31,1,4,-,
,,3303,PURBALINGGA,1,-,-,115,2,-,21,-,31,1,-,-,
,,3304,BANJARNEGARA,1,-,-,113,-,-,62,-,31,1,-,-,
,,3305,KEBUMEN,4,-,-,235,-,-,13,-,31,1,-,-,
,,3307,WONOSOBO,3,1,-,435,3,4,24,-,31,1,-,-,
,,3308,MAGELANG,1,-,-,50,-,-,-,-,31,1,-,-,
,,3309,BOYOLALI,2,-,1,51,5,32,19,-,31,1,-,-,
,,3310,KLATEN,6,-,4,1.317,3,50,265,3,31,1,6,-,
,,3311,SUKOHARJO,1,-,-,285,-,5,52,-,31,1,-,-,
,,3312,WONOGIRI,1,-,-,165,-,-,-,-,31,1,-,-,
,,3313,KARANGANYAR,4,-,-,310,-,17,19,-,31,1,-,-,
,,3314,SRAGEN,2,-,-,232,-,-,41,-,31,1,-,-,
,,3315,GROBOGAN,4,-,1,5.630,50,353,164,-,31,1,-,-,
,,3316,BLORA,2,-,-,160,1,7,12,-,31,1,-,-,
,,3317,REMBANG,1,-,1,60,-,-,12,-,31,1,-,-,
,,3318,PATI,2,-,-,410,7,2,74,3,31,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,32,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",32,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,32,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),32,1,(13),(14),
,,3319,KUDUS,1,-,-,50,-,-,10,-,32,1,-,-,
,,3320,JEPARA,4,-,-,1.110,-,14,208,-,32,1,-,-,
,,3321,DEMAK,3,-,1,455,25,-,56,1,32,1,-,-,
,,3322,SEMARANG,1,-,-,24,-,2,4,-,32,1,-,-,
,,3323,TEMANGGUNG,1,-,-,176,1,9,41,-,32,1,-,-,
,,3324,KENDAL,2,-,-,275,-,-,15,-,32,1,1,-,
,,3326,PEKALONGAN,1,-,-,25,-,1,3,1,32,1,-,-,
,,3328,TEGAL,4,-,-,1.333,-,14,128,203,32,1,1,1,
,,3329,BREBES,1,-,-,175,-,4,31,-,32,1,-,-,
